Hnkyt	V28-M2-N35-V31-M17-M17-X1-D39-O1-Z2, V28-M2-N35-V31-M17-M17-X1-D41-S28, V28-N35-V31-X1-S28	bed , bed, bier 
Hnkyt anx	D39-X1-O1-S34-N35-Aa1-O1	bed of life where the sun sets 
Hnmmt	N8-A1-B1-Z2, N8-G17-G17-X1-A1-B1-Z2, N8-X1-Z2, V28-G17-G17-X1-N8-Z2, V28-M2-N35-G17-G17-X1-A1-B1-Z2	the sun-folk of Heliopolis, mankind 
Hnmnm	V28-N35-T34-G17-T34-G17-D54	creep 
Hnn	O4-N35-N35-D1, O4-N35-N35-D1-A2, O4-N35-N35-D41-D40, O4-N35-N35-F27, O4-N35-N35-F5, O4-N35-N35-Y2, V28-M2-N35-N35-D52, V28-M2-N35-N35-D53-F51B, V28-M2-N35-N35-M3, V28-N35-N35-U8-Z1	assent to , attend to, consider , attend to, consider, trust in, assent to, approve document, cajole ? , deer , hoe , penis, circumcised penis , phallus, circumsized penis 
Hnqt	V28-N29-X1-W22	beer 
Hns	V28-M2-N35-S29-G37, V28-M2-N35-S29-N31-G37	constricted , narrow, constricted 
Hns a	V28-M2-S29-D36-Z1	mean, ungenerous 
Hns ib	V28-M2-N35-S29-G37-F34-Z1, V28-N35-S29-F34-Z1	meanness 
Hnsk	V28-W10-N35-O34-V31-V1-D40	tie up ? 
Hnskt	V28-M2-N35-O34-V31-X1-D156, V28-M2-N35-O34-V31-X1-D3	braided lock of hair 
Hnsktyw	V28-M2-N35-O34-V31-G4-D156-D156-D156-Z2, V28-M2-N35-S29-V31-M17-M17-G4-D3-A40-Z3	wearers of the side-lock of hair 
Hnskyt	V28-M2-N35-O34-V31-M17-M17-X1-D3	she who has braided hair 
Hnt	D46-Z1, V28-M2-N35-X1-I3, V28-M2-N35-X1-N37, V28-M2-N35-X1-V36-Y1-Z2, V28-M2-N35-X1-Y1, V28-M2-N35-X1-Z5-N36-N23, V28-M2-X1, V28-N35-X1-W10, V36-X1-Y1-Z2, W10-X1	cup , greed , occupation, craft, business, services , palm of hand , space of time, lifetime , swampy lake, watercourse 
HntA	V28-M2-N35-X1-G1-F27-Z1, V28-M2-N35-X1-G1-F51, V28-M2-N35-X1-U30-G1-G37	be in need , breastbone , porcupine ? 
HntAsw	V28-M2-N35-X1-U30-G1-M23-G43-I1	lizard 
Hnti	V28-M2-N35-X1-Z4-F27	porcupine ? 
Hnty	V28-M2-N35-U33-M17-M17-Z5, V28-M2-N35-X1-A24, V28-M2-N35-X1-I3-A24, V28-M2-N35-X1-U33-M17-Y2, V28-M2-N35-X1-Z4-N31, V28-M2-N35-X1-Z4-V36-A24, V28-M2-N35-X1-Z4-V36-V36, V28-M2-N35-X1-Z4-V36-V36-N31-N31, V28-M2-N35-X1-Z4A-V36, V28-N35-X1-G43-M17-M17, V28-N35-X1-U30-M17-M17-D40, V28-U8-N35-X1-Z4-D54, V28-V36-S3-X1-I3, V36-V36, V36-X1-Z4	be covetous, greedy , equerry of foreign prince , foreign commander , foreign commander, equerry of foreign prince , the two sides / ends of a space, , the two sides of time, the two ends of time, continually, eternity, dual, the two sides of time, the two ends of time, eternity dual, the two sides of time, the two ends of time,eternity dual, the two sides, the two ends of space dual, the two sides/ends of time 
Hnw	A8-A1-B1-Z2, O4-N35-W24-G43-W24, O4-N35-W24-Z7-A1-B1-Z2, O4-N35-W24-Z7-N35A-Z3, O4-W24-A73, V28-M2-N35-G43-W10, V28-M2-N35-W24-G43-D40-A1-Z3, V28-M2-N35-W24-G43-W22, V28-M2-N35-W24-G43-Y1-Z2, V28-M2-N35-W24-Z7-F51-Z2, V28-M2-N35-W24-Z7-M17-M17-P114, V28-M2-N35-W24-Z7-N35A-N36-N23-Z1, V28-U8-N35-W24-G43-P60C, V28-U8-N35-W24-G43-W23	associates, family , associates, family, relatives , barque of Sokar , bowl , canal , goods, chattels, possessions plural, jar , jar, bowl, chattels, possessions, goods , jar, measure of about half litre , military Commanders , praise of god or king , ribs , waves 
Hnwt	V28-M2-N35-F16, V28-M3D-N35-W24-X1-O120, V28-N35-W24-X1-B1, V28-W24-X1-B1, V28-W24-X1-I12, W10-X1	horn , mistress 
Hnwty	V28-U8-N35-W24-Z7-X1-Z4A-A1	servant 
hny	O4-N35-M17-M17-A28	praise of god or king 
Hnyt	V28-M2-N35-M17-M17-X1-T80A, V28-N35-M17-M17-X1-T80	spear 
hp	O4-Q3-Y1	law, ordinance 
Hpd	M16-G1-Q3-D46, V28-Q3-D46-D25	open mouth 
Hpgt	V28-Q3-W11-X1	a leaping dance 
Hpt	Aa5-X1-P8, Aa5-X1-Z1, Aa5A-Z2, P8-X1-Z1, V28-Q3-X1-Aa5, V28-Q3-X1-D32, V28-Q3-X1-D32-D36, V28-Q3-X1-D54, V28-Q3-X1-P10, V28-Q3-X1-P8	embrace verb and noun, embrace, armful , oar , travel 
Hptt	V28-Q3-X1-D32-X1-D54, V28-Q3-X1-T9-X1-D54	course of sun and moon , course of sun or moon 
Hptw	V28-Q3-X1-G43-D32-M3-Z2, V28-Q3-X1-G43-M3-Z2	cross-timber of door leaves, ribs ? of boat , cross-timbers of door-leaves, ribs of boat 
Hpw	Aa5A-Q3-E1, V28-Aa5-Q3-G39-E1, V28-Q3-G43-Aa5-E1	Apis Bull 
Hpwty	Aa5-Q3-G43-X1-Z4-D54	runner 
Hpy	Aa5-Q3-A40, Aa5-Q3-M17-M17-A40, V28-Q3-Aa5-M17-M17	Hapy a son of Horus divinity, Hapy one of the four sons of Horus divinity
HqA	S38-A1, S38-N29, S38-N29-G1-A1, S38-N29-G1-A40, S38-N29-G1-A45, S38-N29-G1-G7, S38-N29-G1-Y1	rule over, govern , Ruler 
HqA bAt	S38-Y8A	guardian of hathor ? a title 
HqA Hwt	S38-O6-X1-O49	district governor 
HqAt	S38-N29-X1, S38-N29-X1-U9, S38-N29-X1-Y1, S38-X1-Z1, T14-U9, U11, U9, U9-X1-Z1, V28-N29-X1-S38	corn-measure of 4.54 litres , rulership , sceptre 
HqAti	U9-U9	double corn-measure of 4.54 litres each 
HqAw	F22-R12, V28-D28-G1-A2-Z3, V28-D28-G1-Z7-A2-Z3, V28-D28-Z2	god of Magic divinity, magic, magic spells 
Hqr	V28-N29-D21-A2, V28-N29-D21-A2-A1, V28-N29-D21-G37, V28-N29-D21-G37-A1	be hungry verb, be hungry, hunger , hunger noun, hungry man 
hqs	O4-N29-S29-G37	steal, be deficient, scanty 
Hqt	S38-N29-X1-I12, V28-N29-X1-B1, V28-N29-X1-I7, V28-N29-X1-Z5-G7	Heqat frog goddess , Heqat frog goddess divinity
hr	D2-D21-Aa19-A24, D2-D21-Aa19-D40, D2-Z1, D2-Z1-D21, D2-Z1-V1, G5-A40, O4-D21-D40, V28-D2-D21-Aa19-A24, V28-D2-D21-N31	a rope aboard a ship , be far from verb, distant adjective, face, sight , Horus divinity, milk verb, prepare, make ready, be ready , terrible, terrify adjective, terrify someone verb, terror, dread , upon, in, at, from, on account of, concerning, through, and, having on it, because prepostion with suffixes
Hr a	D2-D36-D21-G37-Z2, D2-Z1-D36-Z1, D2-Z1-D36-Z1-Y1-Z2	arrears, remainder , in default ? , remainder 
Hr awy	D2-Z1-D36-Z1, D2-Z1-D36-Z1-G43-Z4	immediately 
Hr gs	D2-Aa13-Z1	beside, in the presence of 
Hr ib	D2-F34, O4-D21-Y1V-F34-Z1	contented , in the middle, midst of 
Hr idbwy	G5-N21-N21	the Banks of Horus Egypt 
Hr m	D2-Z1-G17-D36	why ? interrogative
Hr mw .f	D2-Z1-N35A-I9	loyal to him 
Hr n tm	D2-D21-N35-X1-U15-O38A	chief of land register ? 
Hr nb	D2-Z1-V30-A1-B1-Z3, D2-Z1-V30-A1-Z3	everyone 
Hr nbt	X1-G8	Falcon of Gold 
Hr nbw	D2-Z1-V30-A1-B1-Z2, G8	everyone, everybody , Falcon of Gold , Horus of Gold 
Hr qd	D2-Z1-Aa28-D46-D12-Y1	entirely, altogether, utterly 
Hr sA	D2-Z1-Aa17-Z1	upon, outside, after, in turn 
Hr sDAs	D2-Z1-S29-U28-G1-S29-Y2-Z2, D2-Z1-S29-U28-S29-Y2	being in good state 
Hr sy iSst	D2-Z1-O35-M17-M17-M17-V6-N37-S29-X1	why ? 
Hr tm	D2-D21-N1-O38	chief of land register ? 
Hr tp	D2-Z1-D1-Z1	on behalf of 
Hr wAt nb	D2-Z1-V4-G1-X1-N31-V30	on every side 
Hr xw .i	D2-Aa1-Aa1-Aa1-A1	except me 
Hrf	D2-I9-X4	kind of bread 
hrmw	O4-D21-N35A-O1	poultry pen 
hrp	O4-D21-Q3-N35A, O4-D21-Q3-Y1	sink, be immersed, suppress one's desires, downhearted , suppress one's desires 
Hrr	F18-Y1-E23-Z1-E23-Z1-A2-Z3	roar of lion 
Hrrt	D2-D21-D21-X1-M2	flower 
Hrst	D2-D21-S29-X1-N33-Z2	carnelian ? 
Hrt	D2-D21-X1-N1, D2-D21-X1-N25, D2-D21-X1-O20, D2-X1-D21-N1-N25, D2-X1-N1, G5-X1, O4-D21-X1-A2, O4-D21-X1-Y1	Horus of Queen divinity, peace, pleasantness , sky, heaven , tomb , tomb, necropolis 
Hrt a	D2-D21-X1-D36-Z1-G37-Z2	arrears 
Hrt ib	D2-F34-X1-O27	central hall of temple 
Hrt S	D2-D21-X1-N1-N37-N21-Z1	garden 
Hrtt	D2-D21-X1-X1, D2-X1-X1-D12	lump of lapis lazuli 
Hrty	D2-D21-X1-D54, D2-D21-X1-Z4-D54	travel by land , travel by land verb
Hrw	D2-D21-G43-N1, D2-D21-N1, D2-D21-Z7, N5-Z1, O4-D21-A2, O4-D21-G43-N5-Z1, O4-D21-Y1	be pleased, satisfied, content, be quiet, at peace verb infinitive, be quiet, at peace , day, daytime , pleasing adjective, upper part, top 
hrw nfr	O4-D21-G43-N5-Z1-F35-I9-D21	holiday, happy day 
Hrw r	D2-D21-Z7-Aa19-N31-D21, N31-D21	apart from, besides, as well as 
hrwyt	O4-D21-G43-M17-M17-X1-V12-Z1	journal 
Hry	D2-D21, D2-D21-N1-A1, D2-D21-Z4-N1, D2-N1	head man , master , upper , who / which is upon, who is higher, upper, having authority over, headman 
Hry ib	D2-F34	which is in the middle / midst of, who dwell in, middle, inmost parts of, contents of torso 
Hry mrw	N1-N36-A1-B1-Z2	foreman of weavers 
Hry pDt	N1-T10, N1-T10-X1-Z1	troop commander 
Hry S .f	D2-D21-N1-N37-N23-I9-G7, D2-D21-N37-I9-G7	Arsaphes divinity
Hry sA	D2-Aa18-Z1, D2-D21-Aa17-E1, D2-D21-Aa17-Z1-F1	a breed of cattle 
Hry tA	D2-D21-N1-N16-N23-Z1-A1	survivor 
Hry tp	D2-D1, D2-D21-D1-Z4-Z1, D2-D21-N1-D1-Z1	master of a servant , who is upon , who is upon, having authority over, chief, headman, master 
Hry wDb	D2-N21A	Master of Largess 
Hry wpt	D2-D21-Z4-N1-F13-X1-Z1	summit of head 
Hry Xt .f	D2-D21-N1-F32-X1-I9-X4	an offering loaf 
Hryt	Aa19-M17-M17-X1-Z2, Aa19-X1-Z2, D2-D21-M17-M17-X1-Aa19, D2-D21-M17-M17-X1-Aa19-D40-Z2, D2-D21-M17-M17-X1-Aa19-G37-Z2, V28-D2-D21-X1-A24-Z3, V28-D2-D21-X1-Aa19-A24-Z3	respect , terror, dread, respect 
Hryt ib	D2-D21-M17-M17-X1-Aa19-D40-Z2-F34-Z1	terror 
Hryw rnpt	D2-D21-G43-M4-X1, M4-X1-Z2-Z4A-D2-G43	epagomenal days , the five epagomenal days 
Hryw Say	D2-D21-G43-N37-D36-Z4-N33-A49-Z3, D2-D21-G43-N37-D36-Z4-N33-T14-A1-Z2, D2-D21-G43-N37-D36-Z4-N33-T14-A12-Z2	Bedouin 
Hs	V28-S29-A359, V28-S29-A361, V28-S29-Aa2-Z2, V28-W14-S29-P5	be cold , excrement 
Hs Hr .f	V28-W14-O34-D54-D2-Z1-I9	courageous 
Hs Hr m	V28-W14-O34-D54-D2-Z1-G17	face an enemy 
HsA	V28-G39, V28-O34-G39, V28-O34-G39-G1-N35A, V28-S29-Aa17-G1-N35A	dough , milk, mucus, dough , mucus 
HsAt	V28-G39-X1-E101a, V28-Q1-X1-E101A	a cow goddess divinity
Hsb	Aa2-Y1, Aa2-Z1, Aa2-Z1-A1, V28-S29-D58-Aa2, V28-S29-D58-Aa2-Y1, V28-S29-D58-Aa2-Z1-X4, V28-S29-D58-Z9, Z9	a type of bread , account , breaak, smash , break, smash, fracture , count, reckon , count, reckon, reckon with offenders , fracture noun, one quarter number, one quarter of an aroura , workman 
Hsbw	Aa2-G43-A14, V28-S29-D58-G43-Aa2-Y1	doom , reckoning, account 
Hsi	V28-S29-D207, V28-W14-O34-A2, V28-W14-O34-D54, V28-W14-O34-Z4-A2, V28-W14-S29-A2, V28-W14-S29-Z4-D54, W14, W14-S29-D54, W14-Y1	favour / praise someone , favour someone, praise someone verb, favour someone, praise someone0 verb, sing verb, spin yarn , turn back, turn away , turn back, turn away the evil doer verb, turn back, turn away verb
Hsmn	U32-D26, U32-N33AV, U32-N34-N33A, U32-N35-D26, V28-O34-Y5-N35-R9, V28-O34-Y5-N35-X4-Z2, V28-S29-Y5-N35-U32-D26, V28-S29-Y5-N35-U32-N33-Z2	bronze , menstruate verb, menstruation , natron , natron, bronze, amethyst , type of food 
hsmq	O4-S29-D37-N29-D54	wade 
Hsp	V28-O34-Q3-N24, V28-S29-Q3-N23-Z1	garden 
Hsq	V28-S29-N29-T30	cut off head etc, cut out heart etc, behead 
Hsqt	V28-S29-N29-X1-T30	chopper 
Hst	V28-S29-D41-X1-B1, V28-W14-M17-M17-X1-D41, V28-W14-O34-X1, V28-W14-O34-X1-A2, V28-W14-O34-X1-Y1, V28-W14-S29-X1-W24, W14-S29-X1-A2, W14-X1, W14-X1-Z1	favour noun, favour, praise noun, minstrel feminine, praise noun, water jar 
Hsty	V28-W14-X1-Z4A-A2	praise noun
Hsw	V28-S29-D41-G43-A1, V28-W14-O34, V28-W14-O34-G43-P1-N35A, W14-G43	minstrel , spell for protection against water 
Hswt	W14-W14-W14	favours noun - plural
Hswti	V28-W14-O34-G43-U33-M17, W14-W14	favourite adjective
Hsy	A349, V28-W14-O34-A1, V28-W14-O34-G43-A2, V28-W14-O34-M17-M17-A2-A1, W14-S29-M17-M17-A1	favoured one, praised one , favoured, praised one , favoured, praised one, spin 
Hsyt	V28-W14-M17-M17-X1-Z2, W14-M17-M17-X1	concubines , favoured, praised one feminine
ht	O4-X1-A2, O4-X1-N1, O4-X1-O27, V28-X1-D3-D40	become entangled of hair , call out ? , portal 
HtA	F18-Y1-G47-Z1-F51, V28-G47-W10, V28-X1-D36-M3-Z1, V28-X1-U30-G1-P5, V28-X1-U30-G1-S28, V28-X1-U30-G1-V6	armpit , bed , sail, awning , shabby, threadbare, wrinkled , type of bread 
HtAw	V28-X1-U30-G1-G43-G37-Z2	wrinkles ? 
Htm	V28-Q1-Aa15-G37, V28-Q1-X1, V28-Q1-X1-G17-G39-Y1, V28-Q1-X1-U15, V28-U15-D35-G39, V28-U15-G17-G41-G37, V28-X1-U15-D35, V28-X1-U15-G17-G37, V28-X1-U15-G17-G39, V28-X1-U15-Y1	destroy enemies, quench thirst verb transitive, destroy, enemies, quench thirst verb transitive, perish, be destroyed verb intransitive, provide , provide with 
Htmt	V28-Q1-X1-M3	chair 
Htp	R4, R4-R3P, R4-X1-Q3, R4-X1-Q3-Y1, R4-X2-W22, R4-Z1, R4-Z8-Z3, V28-R4-X1-Q3	altar , be at peace, peaceful, become calm verb intransitive, be peaceful, become calm, go to rest, set verb intransitive, be pleased with, be happy, be gracious to, pardon someone, be at peace, peaceful, become calm verb intransitive, be pleased with, be happy, be gracious to,pardon someone verb intransitive, be pleased, be happy, be gracious, pardon, be at peace verb intransitive, boon, offering , offerings , satisfy, make content, pacify, occupy throne, rest in tomb, assume titulary verb transitive, satisfy, make content, pacify, occupy throne,rest in tomb, assume titulary verb transitive
Htp di nsw	A57, M23-X1-R4-X8	an offering the king gives 
Htp ib Hr	R4-X1-Q3-F34-Z1-D2-Z1	be well-disposed toward 
Htp m anx	R4-X1-Q3-G17-S34-N35-Aa1	set of sun, go to rest, die of people 
Htp nTr	R4 X1 Q3 R8 X2 W22 Z8	god's offerings, divine offerings 
Htp wsxt	R4-O13D-R3Q	forecourt offerings 
Htpt	R4-X1-Q3-X1-M2, R4-X1-Q3-X1-M203, R4-X1-Q3-X1-W22, R4-X1-Q3-X1-Y1, R4-X1-Q3-X1-Z8-Z2	bowl for bread offerings , bundle of herbs , graciousness, peace, mercy , offerings 
Htptyw	R4-X1-Q3-G4-Z8-A40-Z2	the peaceful ones the blessed dead 
Htpw	R4-R4-R4, R4-X1-Q3-G43-Y1-Z2, R4-X1-Q3-Y1, R4-Z2, V28-R4-X1-Q3	peace, contentment, good pleasure 
Htpw nTr	R8-R4-X1-Q3-Z7-Z8-Z2	god's offerings, divine offerings 
Htpyw	R4-M17-M17-Y1-Z2, R4-X1-Q3-M17-M17-A1-Z3, R4-X1-Q3-M17-M17-G43-A4-Z3	non- combatants , non-combatants 
Htr	V28-V13-D21-M17-M5B, V28-V13-D21-Z5-E1-Z3, V28-X1-D21-E1, V28-X1-D21-E6, V28-X1-D21-E6A, V28-X1-D21-M6-Y1, V28-X1-D21-M7A-A2, V28-X1-D21-V1, V28-X1-D21-Y1	bind together, be contracted medical , span of horses, chariotry , span of horses, horses, chariotry , tax, levy, provide a temple , tax, levy, provide a temple with....... , yoke of oxen 
Htrw	V28-M6-D21-G43-V1-V1-V1, V28-X1-D21-M6-E6A-Z2	lashings , span of horses, horses, chariotry 
Hts	V28-U33-S29-Aa30, V28-X1-Aa30-S29	bring to an end, complete period of time,celebrate festival 
Htt	O4-V13-X1, O4-X1-X1-E51, O4-X1-X1-F27, O6-X1-O1, O6-X1-X1-N25, V28-V13-V13-D210, V28-V13-V13-X1-D41, V28-V13-X1-E17, V28-V13-X1-O1, V28-X1-X1-E17, V28-X1-X1-F10, V28-X1-X1-O1	a mine noun, adoration , armpit , carry under the arm , female ape , hyena , mine building noun, mine, quarry , windpipe, throat 
HTTt	V28-V13-V13-X1-F51B	armpit 
Htw	O4-X1-Z7-F27, V28-X1-G43-W10-Z2	ape , bowls 
Htwt	O6-O6-O6	mines, quarries plural
Hty	V28-X1-Z4-Q7	smoke 
Htyt	V28-X1-M17-M17-X1-F10-F51	throat 
Hw	F18-Y1-Z8-Z2, V28-F18-Z2, V28-G43-A40, V28-G43-F18-Y1, V28-G43-F18-Y1-A40, V28-G43-F18-Z2, V28-G43-G7, V28-G43-Z8-Z2	Authoritative Utterance , food , royal ordinance 
Hw ny r Hr	V28-A24-N35-Z4-D21-D2-Z1-D40, V28-A24-Z12-A24-N35-Z4-D21-D2- Z1-A24	combat 
HwA	V28-D36-G37, V28-G43-D36-G37, V28-V4-G1-Aa2	foul, offensive, rot, putrefy, smell offensive, spoil enjoyment , short 
Hwa ib	V28-G43-D36-G37-F34-Z1	apprehensive 
HwAAt	V28-V4-G1-G1-X1-Aa2-Z2, V28-V4-G1-G43-X1-Aa3	putrefaction 
Hwaw	V28-D36-G43-D41-A1-Z2	short men 
hwhw	O4-Z7-O4-Z7-D54	scurry 
Hwi	A25-D36, V28-A24, V28-A24-D40, V28-A24-Z12-A24-N35A, V28-A25-A24, V28-A90D-Z12-A24-N35A, V28-G43-A24, V28-T2, V28-Z7-A24	beat, srike, smite, defeat in argument, drive off cattle verb, beat, strike, smite verb, drive in mooring post, flap wings, clap, gather crops verb, drive off cattle verb, flap wings verb, surge up, overflow , surge up, overflow, rain , thresh corn,throw against, tread road etc..,roam the earth verb
Hwn	V28-E34-N35-A17, V28-E34-N35-F51, V28-E34-N35-M42-A17, V28-M42-N35-A17, V28-M42-N35-A17D	be rejuvenated, refreshed, youthful vigour , child, young man , rib-roast , youthful vigour noun
Hwnt	V28-M42-N35-W24-X1-A17-B1, V28-M42-N35-X1-Z1, V28-M42-X1-N35-A17	maiden , pupil of eye 
Hwrw	V28-G36-D21-G43-A17-A1, V28-G36-D21-G43-A17-G37-A1, V28-G36-D21-G43-A2, V28-G36-D21-G43-G37-A1, V28-G36-D21-G43-G37-Z2	poor, humble man, despicable person , speak ill ?, decry ? , the meanest of birds 
Hwrw ib	V28-G36-D21-G43-G37-F34-Z1	poor of understanding 
Hwt	O4-G43-X1-Q7, O6-X1-O1, V28-X1-D40	administrative district, estate , be burnt , stroke of falcon , temple, funerary chapel 
Hwt a	V28-X1-D36	extending the arm 
Hwt aAt	O90A-X1-O1	palace, administrative centre, temple, tomb-chapel 
Hwt anx	O6F-X1-O1	Mansion of Life Royal living Quarters 
Hwt Hr	O10, O6-D2-D21-C9	Hathor divinity, Hathor goddess divinity, name of the Fourth month 
Hwt kA	O7-D28, O7-X1-D28-O1	chapel in tomb, in temple , chapel in tomb, temple 
Hwt kA ptH	O6-X1-O1-D28-Z1-Q3-X1-V28-A40, Q3-X1-V28-O7-D28	chapel in tomb, temple , Memphis 
Hwt nbw	O6-S12, O6-S12-N33-Z2, O6E	Mansion of Gold a temple at Abydos, alabasterquarries in Hare Nome, sculptor's workshop , Mansion of Gold temple at Abydos , Mansion of Gold, Goldsmith's workshop 
Hwt nt	O6G	Mansion of the Red Crown a Temple 
Hwt nTr	R8-O6, R8-O6-X1-O1	temple 
Hwt pat	O6-X1-O1-Q3-D36-X1-O1-A1-Z2	Mansion of the Patricians a shrine 
Hwt wryt	O6-Z7-X1-O1-Z2-G36-D21-M17-M17-X1-O1-Z3	the Great Mansions Law Courts 
Hwtf	V28-G43-X1-I9-A24, V28-G43-X1-I9-V1-D40	rob, plunder 
Hww	V24-G43-G43-E1-Z2, V28-G43, V28-G43-D3-Z2, V28-G43-D52-E1-Z2, V28-G43-G43, V28-G43-G43-E1-Z2, V28-G43-M17-M17-G43-E1-Z3, V28-G43-Z4A-A2	a class of bulls, cattle in general , beat of wings , cattle ancient misspelling, proclaim 
Hwwt nt	O6-O6-O6-N35-X1-S4	Mansions of the Red Crown plural
Hwy	V28-G43, V28-G43-Z4	would that ! non - enclitic particle, would that ! non enclitic particle
Hwyt	V28-A25-M17-M17-X1-N35A	rain noun
hy	O4-M17-M17-A2, O4-M17-M17-A32A	Hail !, shout , hail !, shout interjection
hy hnw	O4-M17-M17-O4-N35-W24-G43-A32, O4-M17-M17-O4-N35-W24-G43-A32A	jubilate , jubilation 
hyhy	O4-M17-M17-O50-Z4A	make acclamation 
i	A1, A40, A50, M17, M17-A1, M17-A2, M17-A26, M17-F51-F51-F51, M17-M2-Z2, M17-Z1-M2-Z2, M2	flesh , I, me, my sportive writing, I, me, my suffix pronoun, I,me,my suffix pronoun, O ! interjection, O!, say, utterance , reeds, leaves , reeds, leaves of reeds 
ia	M17-D36-O24A	ascend, arise , tomb mastaba 
iAA	M17-G1-G1-N21-Z2	mounds of rubble 
iaaw	M17-D36-D36-G43-D40	cover up 
iAAyt	M17-G1-G1-M17-M17-X1-M2, M17-G1-G1-X1-M2, M17-G1-G1-X1-M3, M17-G1-G1-X1-M34, M17-G1-G1-X1-S42	rod, reed, rushes , rod, reeds, rushes 
iAb	D36-D36-D58-W10, D36-W10-D58, M17-D36-D58-F16, M17-D36-D58-F16-Y1, M17-D36-D58-O30U, M17-D36-D58-W10, M17-D36-D58-W10-S36C, M17-D36-W10-D58-Y1, M17-G1-D58-P5, R15-D58-T19-F51-Z2, R15-P5	assemble of persons , be united verb intransitive, be united, assemble, join, unite, present , bowl , finger, toe nail , heap up corn with a pitchfork , present to verb transitive, the east wind 
iab XAt	D36-D58-F16-Y1-K4-X1-Aa2	inter, bury verb transitive
iAbt	M17-G1-D58-X1, R15-D58-X1-N25, R15-D58-X1-P5, R15-P5-X1, R15-X1, R15-X1-D58-O49-X1-Z1	the East , the east wind 
iAbtt	R15-D58-X1-N23-X1-Z1, R15-D58-X1-X1-M3, R15-D58-X1-X1-N25, R15-X1-X1	snare ? , the East 
iAbty	M17-G1-D58-U33, R15-D58-X1-N25, R15-D58-X1-O39, R15-D58-X1-Z4, R15-D58-X1-Z4-N23, X1-R15-Z4	east, eastern , east, eastern, left - hand, the East , east, eastern, left-hand , left - hand 
iAbtyw	R15-D58-G1-A1-B1-Z2, R15-D58-G4-N25, R15-D58-X1-G4-N23-Z1, R15-G4-N21-Z1, R15-G4-Z2	Easterners , the east of 
iAbw	R15-D58-Z7-F27-Z3	leopard 
iAby	R15, R15-D58-D41, R15-D58-N25, R15-D58-Z4-D41, U23-D58-Z4-D41	left hand, east, eastern, left-side of , left hand, east, eastern, the left side of 
iAdt	M17-D46-X1-N4, M17-G1-D46-X1-N18-N23-Z1, M17-G1-D46-X1-Z5-G37-Z2, M17-G1-D46-X1-Z5-N35A, M17-G1-D46-X1-Z5-N4, M17-G1-D46-X1-Z5-V1, N4	dew , dew, pouring rain, pestilence, affliction, influence , influence , intruders , net , pouring rain , tract of land 
iaf	D36-D36-I9-D40, D36-D36-I9-Z7-D40, M17-D36-I9	wring out , wring out clothes, squeeze out juice , wring out, squeeze out 
iaH	M17-D36-V28-C114A, M17-D36-V28-N11A, M17-D36-V28-T24-N11A, M17-V28-N62-G7C, N62A-A40	moon , moon god 
iAi	M17-D36-N35A, M17-D36-N35A-D40, M17-G1-A30	adore , wash , wash, wash out an inscription etc 
iAkb	M17-A2-V31-D58-D3-A2, M17-G1-V31-D58-D3	mourning , mourning, wailings , mourning, wailings plural 
iAkby	M17-G1-V31-D58-M17-M17-B77-D3-Z2	mourners 
iAkw	M17-G1-V31-G43-A19-Z3	the aged 
iAm	G1-G17-T30A, M17-G1-G17-S42, M17-G1-G17-T30A, M17-G1-G17-V1	bind the sacrifice , offer to 
ian	D36-D36-N35-D36-E32, D36-N35-D36-E32	baboon 
ianw	M17-D36-N35-W24-G43-A2, M17-D36-N35-W24-Z1-Y1	greeting , greeting ?, woe to 
iAq	M17-G23-N29-A32B	leap 
iAqt	M17-G1-N29-X1-M2-Z2	leeks, vegetables 
iArr	M17-G1-D21-D21-D4-G37, M17-G1-D21-D21-D7	be dim of eye, be weak of heart , be dim, be weak of heart 
iArrt	M17-D4-D21-X1-M43, M17-D4-D21-X1-M43A, M17-G1-D21-D21-X1-D5-N33-Z2, M17-G1-D21-D21-X1-M43	grapes , vine 
iArt	D36-D21-X1-I12, D36-D36-D21-X1-I12, M17-D36-D21-X1-I12, M17-D36-D21-X1-O1, M17-G1-D21-X1-D3	abode of god , lock of hair , uraeus 
iArw	M17-G1-D21-G43-M2-Z2	rushes plants 
iAs	G1-O34-Aa2, M17-G1-N37-A2, M17-G1-S29-A28, M17-S29-A28, M17-S29-Aa2	bald , call, summon 
iAt	F37-X1-Z1, M17-G1-V13-D57-G37, M17-G1-X1-D57, M17-G1-X1-F37, M17-G1-X1-F37-F51B, M17-G1-X1-F37-X1-Z1, M17-G1-X1-G14, M17-G1-X1-N30, M17-G1-X1-R12, M17-G1-X1-Z5-Y1-Z2, M17-X1-N30, N30-X1-Z1-N23, O44-X1-Z1	a milk - goddess divinity, back, spine of man, animal , back, spine of man, animal, middle of river,lake , back, spine of man, animal,middle of river,lake , be injured, be distorted, be missing from, abate of fever , be injured, be distorted, be missing, abate , mound, ruin , office, function , standard for cult objects 
iAtt	R19-X1-X1-W24, R19A-X1-X1-W24, S152-X1-X1-W23	milk, cream 
iAtt Dsrt	R19-X1-X1-D45-D21-X1-W10	milky wine ? 
iATw	M17-G1-V13-G43-D57-O1-Z2, M17-G1-X1-G4-O1-Z2, M17-G1-X1-G43-D57-O1-Z2	shambles 
iAtyw	M17-G1-X1-G4-D57	mutilation 
